0
{'Topic - concise(1,NaN)': 0.6, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.75, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.55, 'Role form/context(1,NaN)': 0.6, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.35, 'Complex sentence structure (1,NaN)': 0.45, 'ActAsPersona- Persona Pattern (1,Nan)': 0.6, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.3, 'PatternOrder- Persona Pattern (1,Nan)': 0.5, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.6, 'Feature 1: AskMeQuestions-FlippedPattern': 0.65, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.5, 'run': 'output\\chatgpt_evaluation_log_2shots.tsv'}
{'Topic - concise(1,NaN)': 0.7, 'Topic - broken down (1,NaN)': 0.7, '1 Goal (1,NaN)': 0.1, '2 Goals (1,NaN)': 0.75, '>2 Goals (1,NaN)': 0.5, 'AI role play (1,NaN)': 0.45, 'Role form/context(1,NaN)': 0.45, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.65, 'Complex sentence structure (1,NaN)': 0.7, 'ActAsPersona- Persona Pattern (1,Nan)': 0.75, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.05, 'PatternOrder- Persona Pattern (1,Nan)': 0.55, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.6, 'Feature 1: AskMeQuestions-FlippedPattern': 0.95, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.55, 'run': 'output\\gpt-3.5-turbo-instruct_evaluation_log_2shots_promptgen_3_features_file_features_new_annotation_file_new_majority_annotations_20230924-082041.tsv'}
{'Topic - concise(1,NaN)': 0.7, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.35, 'AI role play (1,NaN)': 0.45, 'Role form/context(1,NaN)': 0.6, 'Meta Process-related (1,NaN)': 0.55, 'Simple sentence structure (1,NaN)': 0.4, 'Complex sentence structure (1,NaN)': 0.55, 'ActAsPersona- Persona Pattern (1,Nan)': 0.6, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.2, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.45, 'Feature 1: AskMeQuestions-FlippedPattern': 0.6, 'Feature 2: ConditionStop-FlippedPattern': 0.6, 'Feature 3: Form-FlippedPattern:': 0.65, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-201449.tsv'}
{'Topic - concise(1,NaN)': 0.7, 'Topic - broken down (1,NaN)': 0.7, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.6, 'AI role play (1,NaN)': 0.4, 'Role form/context(1,NaN)': 0.55, 'Meta Process-related (1,NaN)': 0.5, 'Simple sentence structure (1,NaN)': 0.3, 'Complex sentence structure (1,NaN)': 0.3, 'ActAsPersona- Persona Pattern (1,Nan)': 0.5, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.2, 'PatternOrder- Persona Pattern (1,Nan)': 0.65, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.5, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.6, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-201749.tsv'}
{'Topic - concise(1,NaN)': 0.55, 'Topic - broken down (1,NaN)': 0.65, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.55, 'AI role play (1,NaN)': 0.45, 'Role form/context(1,NaN)': 0.55, 'Meta Process-related (1,NaN)': 0.55, 'Simple sentence structure (1,NaN)': 0.25, 'Complex sentence structure (1,NaN)': 0.25, 'ActAsPersona- Persona Pattern (1,Nan)': 0.7, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.25, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.65, 'Feature 1: AskMeQuestions-FlippedPattern': 0.6, 'Feature 2: ConditionStop-FlippedPattern': 0.5, 'Feature 3: Form-FlippedPattern:': 0.45, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-201942.tsv'}
{'Topic - concise(1,NaN)': 0.65, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.65, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.35, 'Role form/context(1,NaN)': 0.65, 'Meta Process-related (1,NaN)': 0.55, 'Simple sentence structure (1,NaN)': 0.4, 'Complex sentence structure (1,NaN)': 0.5, 'ActAsPersona- Persona Pattern (1,Nan)': 0.65, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.15, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.7, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.45, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-202143.tsv'}
{'Topic - concise(1,NaN)': 0.75, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.3, '2 Goals (1,NaN)': 0.8, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.55, 'Role form/context(1,NaN)': 0.65, 'Meta Process-related (1,NaN)': 0.5, 'Simple sentence structure (1,NaN)': 0.4, 'Complex sentence structure (1,NaN)': 0.5, 'ActAsPersona- Persona Pattern (1,Nan)': 0.7, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.35, 'PatternOrder- Persona Pattern (1,Nan)': 0.7, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.45, 'Feature 1: AskMeQuestions-FlippedPattern': 0.65, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.35, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-204048.tsv'}
{'Topic - concise(1,NaN)': 0.75, 'Topic - broken down (1,NaN)': 0.8, '1 Goal (1,NaN)': 0.55, '2 Goals (1,NaN)': 0.8, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.4, 'Role form/context(1,NaN)': 0.6, 'Meta Process-related (1,NaN)': 0.5, 'Simple sentence structure (1,NaN)': 0.45, 'Complex sentence structure (1,NaN)': 0.45, 'ActAsPersona- Persona Pattern (1,Nan)': 0.65, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.4, 'PatternOrder- Persona Pattern (1,Nan)': 0.55, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.4, 'Feature 1: AskMeQuestions-FlippedPattern': 0.55, 'Feature 2: ConditionStop-FlippedPattern': 0.8, 'Feature 3: Form-FlippedPattern:': 0.5, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-204242.tsv'}
{'Topic - concise(1,NaN)': 0.7, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.5, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.5, 'AI role play (1,NaN)': 0.5, 'Role form/context(1,NaN)': 0.55, 'Meta Process-related (1,NaN)': 0.55, 'Simple sentence structure (1,NaN)': 0.7, 'Complex sentence structure (1,NaN)': 0.65, 'ActAsPersona- Persona Pattern (1,Nan)': 0.5, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.25, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.65, 'Feature 1: AskMeQuestions-FlippedPattern': 0.45, 'Feature 2: ConditionStop-FlippedPattern': 0.6, 'Feature 3: Form-FlippedPattern:': 0.55, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-204428.tsv'}
{'Topic - concise(1,NaN)': 0.6, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.4, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.5, 'Role form/context(1,NaN)': 0.65, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.35, 'Complex sentence structure (1,NaN)': 0.35, 'ActAsPersona- Persona Pattern (1,Nan)': 0.6, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.1, 'PatternOrder- Persona Pattern (1,Nan)': 0.65, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.5, 'Feature 1: AskMeQuestions-FlippedPattern': 0.5, 'Feature 2: ConditionStop-FlippedPattern': 0.6, 'Feature 3: Form-FlippedPattern:': 0.35, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-204621.tsv'}
{'Topic - concise(1,NaN)': 0.8, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.45, '2 Goals (1,NaN)': 0.5, '>2 Goals (1,NaN)': 0.35, 'AI role play (1,NaN)': 0.55, 'Role form/context(1,NaN)': 0.7, 'Meta Process-related (1,NaN)': 0.45, 'Simple sentence structure (1,NaN)': 0.4, 'Complex sentence structure (1,NaN)': 0.5, 'ActAsPersona- Persona Pattern (1,Nan)': 0.4, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.3, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.35, 'Feature 1: AskMeQuestions-FlippedPattern': 0.65, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.45, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-204810.tsv'}
{'Topic - concise(1,NaN)': 0.75, 'Topic - broken down (1,NaN)': 0.8, '1 Goal (1,NaN)': 0.4, '2 Goals (1,NaN)': 0.7, '>2 Goals (1,NaN)': 0.35, 'AI role play (1,NaN)': 0.45, 'Role form/context(1,NaN)': 0.6, 'Meta Process-related (1,NaN)': 0.45, 'Simple sentence structure (1,NaN)': 0.5, 'Complex sentence structure (1,NaN)': 0.4, 'ActAsPersona- Persona Pattern (1,Nan)': 0.65, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.25, 'PatternOrder- Persona Pattern (1,Nan)': 0.55, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.65, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.4, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230922-230310.tsv'}
{'Topic - concise(1,NaN)': 0.65, 'Topic - broken down (1,NaN)': 0.65, '1 Goal (1,NaN)': 0.5, '2 Goals (1,NaN)': 0.6, '>2 Goals (1,NaN)': 0.55, 'AI role play (1,NaN)': 0.3, 'Role form/context(1,NaN)': 0.75, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.45, 'Complex sentence structure (1,NaN)': 0.5, 'ActAsPersona- Persona Pattern (1,Nan)': 0.65, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.3, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.55, 'Feature 2: ConditionStop-FlippedPattern': 0.65, 'Feature 3: Form-FlippedPattern:': 0.5, 'run': 'output\\text-davinci-003_evaluation_log_2shots20230923-130704.tsv'}
{'Topic - concise(1,NaN)': 0.8, 'Topic - broken down (1,NaN)': 0.7, '1 Goal (1,NaN)': 0.3, '2 Goals (1,NaN)': 0.8, '>2 Goals (1,NaN)': 0.55, 'AI role play (1,NaN)': 0.6, 'Role form/context(1,NaN)': 0.45, 'Meta Process-related (1,NaN)': 0.65, 'Simple sentence structure (1,NaN)': 0.45, 'Complex sentence structure (1,NaN)': 0.35, 'ActAsPersona- Persona Pattern (1,Nan)': 0.6, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.35, 'PatternOrder- Persona Pattern (1,Nan)': 0.55, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.8, 'Feature 2: ConditionStop-FlippedPattern': 0.7, 'Feature 3: Form-FlippedPattern:': 0.5, 'run': 'output\\text-davinci-003_evaluation_log_2shots_promptgen_2_20230923-002454.tsv'}
{'Topic - concise(1,NaN)': 0.75, 'Topic - broken down (1,NaN)': 0.85, '1 Goal (1,NaN)': 0.25, '2 Goals (1,NaN)': 0.75, '>2 Goals (1,NaN)': 0.55, 'AI role play (1,NaN)': 0.4, 'Role form/context(1,NaN)': 0.5, 'Meta Process-related (1,NaN)': 0.55, 'Simple sentence structure (1,NaN)': 0.3, 'Complex sentence structure (1,NaN)': 0.4, 'ActAsPersona- Persona Pattern (1,Nan)': 0.5, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.45, 'PatternOrder- Persona Pattern (1,Nan)': 0.5, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.75, 'Feature 2: ConditionStop-FlippedPattern': 0.6, 'Feature 3: Form-FlippedPattern:': 0.3, 'run': 'output\\text-davinci-003_evaluation_log_2shots_promptgen_2_20230923-002756.tsv'}
{'Topic - concise(1,NaN)': 0.65, 'Topic - broken down (1,NaN)': 0.8, '1 Goal (1,NaN)': 0.3, '2 Goals (1,NaN)': 0.8, '>2 Goals (1,NaN)': 0.5, 'AI role play (1,NaN)': 0.5, 'Role form/context(1,NaN)': 0.6, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.35, 'Complex sentence structure (1,NaN)': 0.6, 'ActAsPersona- Persona Pattern (1,Nan)': 0.65, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.15, 'PatternOrder- Persona Pattern (1,Nan)': 0.55, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.7, 'Feature 1: AskMeQuestions-FlippedPattern': 0.7, 'Feature 2: ConditionStop-FlippedPattern': 0.75, 'Feature 3: Form-FlippedPattern:': 0.4, 'run': 'output\\text-davinci-003_evaluation_log_2shots_promptgen_2_20230923-002953.tsv'}
{'Topic - concise(1,NaN)': 0.65, 'Topic - broken down (1,NaN)': 0.8, '1 Goal (1,NaN)': 0.3, '2 Goals (1,NaN)': 0.8, '>2 Goals (1,NaN)': 0.55, 'AI role play (1,NaN)': 0.5, 'Role form/context(1,NaN)': 0.55, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.35, 'Complex sentence structure (1,NaN)': 0.4, 'ActAsPersona- Persona Pattern (1,Nan)': 0.55, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.25, 'PatternOrder- Persona Pattern (1,Nan)': 0.6, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.55, 'Feature 1: AskMeQuestions-FlippedPattern': 0.75, 'Feature 2: ConditionStop-FlippedPattern': 0.6, 'Feature 3: Form-FlippedPattern:': 0.55, 'run': 'output\\text-davinci-003_evaluation_log_2shots_promptgen_2_20230923-003149.tsv'}
{'Topic - concise(1,NaN)': 0.7, 'Topic - broken down (1,NaN)': 0.75, '1 Goal (1,NaN)': 0.35, '2 Goals (1,NaN)': 0.75, '>2 Goals (1,NaN)': 0.4, 'AI role play (1,NaN)': 0.4, 'Role form/context(1,NaN)': 0.4, 'Meta Process-related (1,NaN)': 0.6, 'Simple sentence structure (1,NaN)': 0.55, 'Complex sentence structure (1,NaN)': 0.6, 'ActAsPersona- Persona Pattern (1,Nan)': 0.75, 'ProvideOutPuts- Persona Pattern (1,Nan)': 0.2, 'PatternOrder- Persona Pattern (1,Nan)': 0.45, 'StrictSeparationRoleVsOutput- Persona Pattern (1,Nan)': 0.65, 'Feature 1: AskMeQuestions-FlippedPattern': 0.75, 'Feature 2: ConditionStop-FlippedPattern': 0.75, 'Feature 3: Form-FlippedPattern:': 0.4, 'run': 'output\\text-davinci-003_evaluation_log_2shots_promptgen_2_20230923-003338.tsv'}
